category_id,views,likes,dislikes,comment_count,likeratio,dislikeratio,commentratio
1,7127,37,3,13,0.005191525185912726,0.0004209344745334643,0.0018240493896450121
1,142325,12027,165,362,0.08450377656771474,0.001159318461268224,0.0025434744422975584
1,1096327,33966,798,882,0.030981632304960108,0.0007278850197067116,0.0008045044954653128
1,32201,1634,91,469,0.05074376572156144,0.002825999192571659,0.014564765069407782
1,167066,9809,138,702,0.058713322878383385,0.0008260208540337351,0.004201932170519436
1,338785,20216,208,795,0.05967206340304323,0.0006139587053736145,0.0023466210133270358
1,14040,1165,8,83,0.08297720797720798,0.0005698005698005698,0.005911680911680912
1,38892,48,2,4,0.0012341869793273679,5.142445747197367e-05,0.00010284891494394734
1,11553,1225,44,276,0.10603306500476067,0.003808534579762832,0.02388989872760322
1,100352,7793,83,1680,0.07765664859693877,0.0008270886479591838,0.016741071428571428
1,103176,611,79,51,0.005921919826316197,0.0007656819415367915,0.0004943010002326123
1,34401,156,37,12,0.004534751896747188,0.0010755501293567046,0.0003488270689805529
1,1032547,34754,1305,7375,0.033658516270930035,0.0012638649862911806,0.007142532010649394
1,33780,313,20,55,0.009265837773830669,0.0005920663114268798,0.0016281823564239196
1,493878,21306,356,506,0.04314020871551274,0.0007208257909848181,0.0010245445231413426
1,829132,25111,316,3428,0.030285889339695005,0.0003811214619626308,0.004134444213949045
1,19444,283,11,26,0.014554618391277516,0.0005657272166220942,0.0013371734211067685
1,3979891,151855,2378,8079,0.03815556757710199,0.0005975038009834943,0.0020299550917349247
1,75804,5883,342,903,0.07760804179198988,0.0045116352699066005,0.011912300142472692
1,9704,0,2,1,0.0,0.00020610057708161583,0.00010305028854080792
1,95655,4764,277,523,0.04980398306413674,0.0028958235324865397,0.005467565731012493
1,38744,813,12,50,0.02098389428040471,0.0003097253768325418,0.0012905224034689242
1,7799,381,11,19,0.04885241697653545,0.0014104372355430185,0.0024362097704833953
1,101434,12577,112,1744,0.12399195536013564,0.00110416625589053,0.017193445984581106
1,34508,2327,40,152,0.06743363857656197,0.001159151501101194,0.004404775704184537
1,6659676,223824,4516,11792,0.03360884223196444,0.0006781110672651342,0.0017706567106267634
1,22327,365,8,57,0.016347919559278005,0.00035831056568280564,0.0025529627804899892
1,8917,561,16,262,0.06291353594258159,0.0017943254457777281,0.029382079174610293
1,145513,8837,630,1311,0.0607299691436504,0.004329510078137349,0.009009504305457244
1,15772,304,11,63,0.019274663961450673,0.000697438498605123,0.0039944204920111595
1,554732,15250,325,2055,0.02749075229119647,0.0005858684914517281,0.003704491538256311
1,32787,2813,40,396,0.08579619971330099,0.001219995730014945,0.012077957727147957
1,32964,2275,46,165,0.06901468268414028,0.001395461715811188,0.005005460502366218
1,74283,4390,61,409,0.05909831320759797,0.0008211838509484,0.005505970410457305
1,44509,3797,60,256,0.0853085892740794,0.0013480419690399695,0.005751645734570536
1,34850,1146,37,305,0.032883787661406025,0.0010616929698708752,0.008751793400286943
1,15646,270,14,70,0.01725680685159146,0.0008947973923047424,0.0044739869615237115
1,21172,32,3,0,0.0015114301908180615,0.0001416965803891933,0.0
1,8291139,254163,5438,11910,0.030654774935024005,0.0006558809350560883,0.0014364733241114401
1,24317,735,52,72,0.030225767981247688,0.002138421680305959,0.002960891557346712
1,512209,25062,473,1469,0.048929245679009935,0.0009234511693468877,0.0028679699107200377
1,115578,6147,236,387,0.0531848621710014,0.0020419110903459135,0.003348388101541816
1,86360,10663,132,960,0.12347151459008801,0.0015284854099119965,0.0111162575266327
1,5655,220,45,0,0.03890362511052167,0.007957559681697613,0.0
1,102103,7651,87,1517,0.07493413513804688,0.0008520807419958277,0.014857545811582419
1,39427,3804,107,1048,0.09648210617089813,0.0027138762776777337,0.026580769523423038
1,19690,366,9,31,0.018588115794819702,0.00045708481462671414,0.001574403250380904
1,438038,24066,285,6422,0.054940438957350735,0.0006506284842867513,0.014660828512594797
1,3007,75,1,0,0.02494180246092451,0.0003325573661456601,0.0
1,44920,899,71,92,0.020013357079252003,0.0015805877114870885,0.002048085485307213
1,3885,342,2,13,0.08803088803088803,0.0005148005148005149,0.0033462033462033467
1,71446,5681,70,333,0.07951459843798113,0.0009797609383310473,0.004660862749489124
1,1143228,42482,1021,2420,0.037159691680049824,0.0008930851938545943,0.0021168130941509483
1,239656,21232,333,1363,0.08859365089962279,0.0013894916046333075,0.005687318489835431
1,180084,8063,340,448,0.04477355012105462,0.0018880078185735548,0.002487727949179272
1,28281,387,8,43,0.013684098864962342,0.0002828754287330717,0.0015204554294402602
1,528802,9829,375,1007,0.018587297324896654,0.0007091501166788326,0.0019043044466548922
1,127327,8735,106,1724,0.06860288862535048,0.0008325021401588037,0.013539940468243184
1,1674919,53363,1348,3132,0.031860048157552695,0.0008048150388168025,0.001869941173274648
1,262429,844,345,41,0.003216107975871569,0.0013146412934546105,0.0001562327334250407
1,45084,3206,58,711,0.07111170259959188,0.0012864874456569961,0.015770561618312483
1,28113,153,17,51,0.005442322057411162,0.0006047024508234625,0.0018141073524703874
1,25349,378,19,38,0.014911830841453312,0.0007495364708667009,0.0014990729417334015
1,66426,6807,113,842,0.10247493451359407,0.0017011411194411824,0.012675759491765273
1,1043888,33391,587,4553,0.03198714804653373,0.0005623208620081847,0.004361579019971492
1,18117,904,21,98,0.04989788596345973,0.0011591323066732905,0.0054092840978086885
1,18799,369,10,0,0.019628703654449704,0.0005319431884674717,0.0
1,918567,27055,779,4238,0.02945348570109747,0.0008480600761838821,0.0046137080909721346
1,109049,5672,139,1029,0.05201331511522343,0.0012746563471466956,0.009436125044704674
1,13198,94,10,32,0.007122291256250947,0.0007576905591756328,0.0024246097893620244
1,14194,224,9,55,0.015781316049034804,0.0006340707341130053,0.003874876708468367
1,154051,7362,256,713,0.04778936845590097,0.0016617873301698787,0.00462833736879345
1,146210,17545,78,2147,0.11999863210450723,0.000533479242185897,0.014684358115040009
1,8581,552,17,126,0.06432816688031698,0.0019811210814590376,0.014683603309637569
1,31783,2462,35,275,0.07746279457571657,0.0011012176320674574,0.008652424251958593
1,9362,167,5,0,0.01783806878872036,0.0005340739158299509,0.0
1,86540,236,50,3,0.002727062629997689,0.0005777675063554426,3.4666050381326555e-05
1,12349,226,8,45,0.018301077010284238,0.0006478257348773182,0.003644019758684913
1,56927,166,24,7,0.0029160152475978013,0.0004215925659177543,0.00012296449839267838
1,126074,11528,387,1286,0.09143836159715722,0.003069625775338293,0.0102003585195996
1,19329,77,38,5,0.003983651508096642,0.0019659578871126285,0.00025867866935692485
1,17570,2290,12,961,0.13033579965850886,0.0006829823562891293,0.054695503699487766
1,226263,8701,317,796,0.038455248980169096,0.0014010244715220786,0.0035180299032541783
1,18443,318,18,65,0.017242314157132788,0.0009759800466301576,0.0035243723906089033
1,34153,1177,44,248,0.03446256551401048,0.0012883202061312329,0.007261441161830586
1,262882,24641,157,2817,0.09373407079982654,0.0005972261318766595,0.010715834480869744
1,42133,3023,67,287,0.0717489853558968,0.0015902024541333394,0.006811762751287589
1,22999,737,12,96,0.032044871516152866,0.0005217618157311189,0.00417409452584895
1,41839,201,65,11,0.004804130117832644,0.0015535744162145364,0.0002629125935132293
1,68247,4300,81,464,0.06300643251718024,0.0011868653567189767,0.0067988336483654965
1,37576,518,6,55,0.013785394932935915,0.0001596763891845859,0.0014637002341920376
1,111767,5834,154,408,0.052197875938336,0.001377866454320148,0.003650451385471561
1,29283,247,46,34,0.008434928115288735,0.0015708773008230028,0.0011610832223474374
1,480610,28923,202,6702,0.06017977154033416,0.00042029920309606536,0.013944778510642726
1,4849,15,2,1,0.0030934213239843266,0.0004124561765312436,0.00020622808826562176
1,24216,2404,82,758,0.0992732077964982,0.003386190948133465,0.03130161876445325
1,4456,710,2,367,0.15933572710951527,0.00044883303411131066,0.08236086175942549
1,44095,445,26,92,0.010091847148202744,0.0005896360131534187,0.0020864043542351738
1,199866,502,102,7,0.002511682827494421,0.0005103419290924919,3.502346572203376e-05
1,1313418,112105,589,26583,0.08535363456264494,0.0004484482472449745,0.02023955816046377
