likes,dislikes,views,comment_count,category_id
107.27,0.72,2561.46,21.85,17.0
30.49,0.18,959.17,2.95,17.0
54.66,0.47,2120.16,8.1,17.0
39.27,0.49,1335.84,6.68,17.0
31.6,0.2,1064.37,2.95,17.0
10.79,0.67,2797.12,5.3,17.0
2.58,0.18,612.89,0.86,17.0
47.52,0.31,1463.09,7.56,17.0
22.37,1.37,5932.31,9.45,17.0
3.87,0.29,912.14,1.07,17.0
50.95,0.34,1730.44,8.21,17.0
31.98,1.93,8474.18,11.88,17.0
5.07,0.34,1168.48,1.22,17.0
46.39,0.35,1358.23,6.99,17.0
41.69,2.5,10209.75,13.81,17.0
6.45,0.34,1387.34,1.43,17.0
49.91,0.39,1632.61,7.31,17.0
41.69,2.5,10209.75,13.81,17.0
1.8,0.4,1911.81,0.41,17.0
48.22,0.18,871.65,8.54,17.0
21.61,0.37,842.9,3.2,17.0
43.55,0.44,1443.51,9.07,17.0
1.84,0.41,1969.92,0.28,17.0
50.26,0.18,935.9,9.54,17.0
22.72,0.44,906.71,3.35,17.0
67.19,0.7,2164.87,9.35,17.0
10.97,0.16,530.85,0.68,17.0
79.24,1.09,3403.68,10.12,17.0
1.26,0.32,1002.32,0.54,17.0
28.39,0.57,1755.75,1.4,17.0
86.73,1.37,4235.8,10.56,17.0
1.83,0.53,1420.98,0.7,17.0
63.24,1.5,4648.44,2.77,17.0
92.93,1.78,5346.62,11.4,17.0
2.43,0.72,1865.27,1.1,17.0
90.34,2.39,6937.37,4.25,17.0
17.84,0.41,1546.26,6.22,17.0
96.59,2.02,5999.76,11.64,17.0
90.34,2.39,6937.37,4.25,17.0
17.84,0.41,1546.26,6.22,17.0
47.85,1.02,5567.45,14.22,17.0
101.78,2.86,8222.83,4.47,17.0
24.34,0.29,798.94,4.5,17.0
47.27,0.38,1517.37,8.4,17.0
21.54,0.2,464.25,2.19,17.0
11.53,0.16,547.01,2.06,17.0
26.61,0.32,963.45,4.99,17.0
103.23,2.95,8438.88,4.45,17.0
21.94,0.34,1721.77,3.5,17.0
12.38,0.4,1743.35,2.92,17.0
32.26,0.15,564.41,6.6,17.0
7.79,0.08,167.95,4.74,17.0
29.43,0.41,1176.54,5.37,17.0
21.94,0.34,1722.38,3.5,17.0
12.38,0.4,1743.35,2.92,17.0
25.96,0.46,2233.45,3.73,17.0
15.55,0.5,2070.69,3.88,17.0
37.74,0.16,784.55,7.57,17.0
28.98,0.53,2574.77,4.08,17.0
17.85,0.65,2830.71,4.02,17.0
39.62,0.17,870.52,8.47,17.0
54.68,0.36,1215.89,9.92,17.0
31.4,0.55,2895.79,4.36,17.0
17.94,0.66,2870.17,4.03,17.0
68.17,0.68,2075.96,11.46,17.0
41.92,0.3,883.05,6.34,17.0
73.12,0.8,2460.81,11.83,17.0
10.64,0.04,174.41,1.56,17.0
11.91,0.07,256.65,1.28,17.0
66.47,0.49,1880.47,8.69,17.0
46.89,0.42,1221.84,6.88,17.0
75.24,0.84,2638.1,11.95,17.0
13.19,0.04,283.55,1.73,17.0
77.09,0.72,2687.55,9.63,17.0
25.3,0.07,455.47,7.46,17.0
49.1,0.43,1361.46,7.18,17.0
82.36,0.83,3157.41,9.91,17.0
28.64,0.08,596.44,8.36,17.0
50.73,0.44,1459.85,6.47,17.0
84.43,0.88,3420.43,10.22,17.0
30.23,0.09,659.0,8.75,17.0
63.29,0.65,1549.1,12.16,17.0
1.38,0.19,824.4,0.15,17.0
78.99,1.27,2717.62,13.18,17.0
10.55,0.07,473.72,1.99,17.0
23.48,0.21,586.72,3.72,17.0
84.66,1.6,3347.92,13.69,17.0
16.71,0.1,454.76,3.58,17.0
56.81,0.66,1616.88,8.49,17.0
13.46,0.13,675.18,2.56,17.0
29.65,0.08,550.24,5.4,17.0
8.75,0.07,156.64,1.11,17.0
23.07,0.16,445.97,2.01,17.0
20.58,0.16,741.84,3.81,17.0
68.15,0.43,1349.99,12.46,17.0
87.98,1.77,3709.9,13.44,17.0
34.41,0.18,753.57,4.91,17.0
34.12,0.12,727.57,6.08,17.0
14.45,0.18,778.94,2.61,17.0
22.31,0.21,930.34,4.03,17.0
74.21,0.56,1626.93,12.98,17.0
40.37,0.13,661.87,4.87,17.0
90.59,1.98,4037.14,13.68,17.0
77.02,0.84,2425.55,11.59,17.0
9.73,0.27,697.77,1.38,17.0
22.69,0.22,968.44,4.06,17.0
45.21,0.17,852.93,5.12,17.0
39.35,0.34,1728.9,4.17,17.0
55.24,0.62,1367.04,2.9,17.0
1.55,0.0,116.91,0.55,17.0
50.92,0.54,2737.01,5.92,17.0
72.02,1.26,2352.83,11.56,17.0
37.87,0.25,755.75,7.34,17.0
35.31,0.1,717.64,5.25,17.0
58.66,0.74,1384.62,15.7,17.0
42.61,0.2,817.98,7.99,17.0
56.22,0.62,3187.28,6.51,17.0
80.34,1.62,3086.72,12.4,17.0
41.01,0.31,1007.75,9.76,17.0
37.47,0.1,807.05,5.42,17.0
69.44,1.1,2078.67,17.58,17.0
56.18,0.47,1563.89,7.72,17.0
46.35,0.23,1025.38,8.5,17.0
57.44,0.63,3305.57,6.53,17.0
4.62,0.13,555.43,1.26,17.0
73.61,1.34,2413.26,18.1,17.0
10.3,0.06,189.4,3.82,17.0
61.13,0.49,1952.54,8.09,17.0
69.92,0.74,2163.3,10.18,17.0
76.33,1.48,2688.36,18.4,17.0
38.77,0.15,690.19,6.91,17.0
77.28,0.99,2743.64,10.64,17.0
78.42,0.25,1254.99,13.42,17.0
45.11,0.18,977.37,7.77,17.0
82.47,1.17,3197.9,8.7,17.0
91.57,0.42,1757.08,14.53,17.0
47.83,0.19,1063.58,8.09,17.0
62.84,0.24,1144.61,8.58,17.0
95.73,0.44,1923.96,14.82,17.0
50.05,0.45,1448.69,10.16,17.0
73.31,0.31,1615.79,9.84,17.0
75.17,0.72,2145.84,10.31,17.0
3.78,0.1,193.18,0.16,17.0
45.7,0.8,1163.05,11.8,17.0
97.83,0.48,2029.03,15.08,17.0
84.32,0.9,2808.21,10.83,17.0
77.56,0.34,1800.98,10.28,17.0
6.27,0.08,296.87,2.98,17.0
51.89,0.97,1523.44,13.18,17.0
5.46,0.16,399.28,0.4,17.0
1.27,0.04,160.17,0.55,17.0
35.23,0.23,784.74,4.02,17.0
87.44,0.96,3081.6,11.03,17.0
6.99,0.11,381.55,3.11,17.0
79.55,0.34,1873.61,10.22,17.0
34.4,0.07,353.82,6.09,17.0
1.56,0.08,226.25,0.62,17.0
37.51,0.27,930.29,4.1,17.0
40.34,0.79,1444.49,6.23,17.0
8.66,0.17,415.31,3.29,17.0
48.69,0.12,675.54,8.48,17.0
44.27,0.84,1738.54,7.0,17.0
69.76,0.7,1666.39,12.12,17.0
11.38,0.35,781.41,2.25,17.0
10.55,0.21,584.79,3.59,17.0
36.63,0.14,604.06,8.89,17.0
52.26,0.14,776.14,8.88,17.0
82.63,1.08,2549.03,12.64,17.0
13.08,0.46,1055.77,2.55,17.0
87.01,1.2,2965.23,12.91,17.0
37.48,0.39,1155.82,6.83,17.0
26.82,0.2,938.05,3.37,17.0
13.64,0.51,1158.37,2.65,17.0
96.71,0.94,3331.61,17.96,17.0
25.49,0.2,521.67,4.57,17.0
88.64,1.21,3123.92,13.17,17.0
41.95,0.46,1451.57,7.42,17.0
35.16,0.27,1392.15,3.98,17.0
12.83,0.03,244.1,3.06,17.0
36.56,0.14,798.86,6.47,17.0
28.08,0.24,744.87,4.8,17.0
103.04,1.1,3964.44,18.85,17.0
14.89,0.06,340.37,3.16,17.0
39.25,0.16,937.24,6.65,17.0
81.15,0.74,2427.5,24.41,17.0
78.15,0.39,1380.53,15.09,17.0
118.38,0.89,2866.73,23.65,17.0
78.15,0.39,1380.53,15.09,17.0
118.38,0.89,2866.73,23.65,17.0
66.98,0.28,1445.2,14.38,17.0
47.46,0.37,1543.1,9.88,17.0
66.98,0.28,1445.2,14.38,17.0
45.71,0.15,914.42,6.36,17.0
78.78,0.65,2391.5,13.98,17.0
61.22,0.6,2493.05,11.7,17.0
71.05,0.32,1628.41,14.96,17.0
75.39,0.87,3046.57,10.58,17.0
0.67,0.06,672.96,0.11,17.0
0.6,0.18,520.74,0.04,17.0
49.51,0.2,1127.44,6.54,17.0
82.36,0.72,2694.37,14.38,17.0
87.24,1.17,3919.34,11.74,17.0
69.58,0.69,2497.23,16.45,17.0
10.02,0.3,1007.81,2.54,17.0
0.76,0.08,787.51,0.12,17.0
0.64,0.19,598.39,0.05,17.0
66.19,0.58,1410.02,10.43,17.0
28.47,0.26,660.62,4.86,17.0
43.72,0.32,742.54,7.12,17.0
46.4,0.53,2003.17,7.39,17.0
1.58,0.13,522.01,0.81,17.0
72.66,0.76,2805.11,16.76,17.0
10.22,0.31,1053.85,2.54,17.0
83.05,0.88,2407.5,12.76,17.0
1.0,0.26,1014.61,0.13,17.0
37.07,0.22,934.48,6.52,17.0
47.4,0.38,919.5,7.49,17.0
47.18,0.53,2073.92,7.45,17.0
91.21,1.07,3008.44,13.51,17.0
1.26,0.38,1339.46,0.16,17.0
41.72,0.34,1266.86,6.66,17.0
117.1,1.11,3155.63,30.17,17.0
86.01,0.81,2676.82,23.77,17.0
95.03,1.13,3220.95,14.06,17.0
1.32,0.41,1467.91,0.17,17.0
42.92,0.35,1366.9,6.8,17.0
43.2,0.11,707.65,6.58,17.0
30.55,0.13,647.8,5.01,17.0
71.46,0.7,1987.59,16.1,17.0
74.71,0.89,2814.33,10.76,17.0
46.46,0.13,806.09,6.94,17.0
32.75,0.17,798.72,5.21,17.0
74.69,0.75,2217.26,16.65,17.0
75.34,0.64,1653.25,11.4,17.0
10.69,0.17,727.03,1.98,17.0
80.26,1.01,3240.41,11.39,17.0
5.84,0.78,3077.23,1.87,17.0
18.15,0.24,1252.96,1.66,17.0
14.33,0.23,1102.1,2.46,17.0
77.87,0.68,1848.23,12.61,17.0
33.71,0.4,2558.38,3.16,17.0
6.7,1.07,3928.92,2.11,17.0
44.9,0.26,825.63,7.33,17.0
8.45,0.1,501.8,0.77,17.0
8.01,1.18,3918.22,1.71,17.0
41.29,0.51,3405.38,3.63,17.0
68.13,1.18,2267.13,16.0,17.0
1.7,0.47,1143.25,0.17,17.0
49.64,0.37,984.11,7.64,17.0
15.04,2.55,8294.26,2.01,17.0
28.06,0.72,1540.37,2.19,17.0
9.05,0.09,285.46,1.22,17.0
74.33,1.35,2810.74,17.05,17.0
1.78,0.54,1365.83,0.18,17.0
53.92,1.33,4291.16,4.89,17.0
20.49,3.5,12057.99,3.08,17.0
19.27,0.28,811.1,2.01,17.0
46.13,0.3,881.89,11.41,17.0
47.26,0.61,1855.38,13.13,17.0
1.55,0.06,128.74,0.25,17.0
66.02,1.58,5957.71,6.14,17.0
54.96,0.48,1383.22,13.14,17.0
22.4,3.82,13575.09,3.94,17.0
51.09,0.68,2262.59,13.48,17.0
34.63,0.13,646.86,8.88,17.0
0.53,0.0,71.26,0.01,17.0
61.06,0.52,1300.55,8.22,17.0
7.91,0.04,138.11,0.9,17.0
1.88,0.1,201.19,0.28,17.0
68.57,1.66,6348.54,6.13,17.0
57.88,0.51,1532.38,13.78,17.0
1.87,0.34,1359.31,0.33,17.0
20.65,1.72,1174.35,3.61,17.0
38.02,0.14,819.32,10.2,17.0
52.85,0.56,2693.25,3.88,17.0
1.26,0.05,170.8,0.81,17.0
63.02,0.53,1496.3,8.74,17.0
9.35,0.04,208.69,1.26,17.0
0.55,0.0,87.95,0.01,17.0
25.09,2.6,1744.92,3.86,17.0
39.43,0.15,872.99,10.46,17.0
1.47,0.06,224.43,0.99,17.0
40.07,0.15,902.57,10.53,17.0
1.74,0.07,265.07,1.11,17.0
47.07,0.41,1475.87,4.71,17.0
56.22,0.18,902.62,9.84,17.0
30.51,0.2,707.33,3.5,17.0
47.07,0.41,1475.87,4.71,17.0
56.22,0.18,902.62,9.84,17.0
30.51,0.2,707.33,3.5,17.0
133.8,1.33,6693.68,10.75,17.0
19.88,0.28,913.13,2.69,17.0
5.38,0.08,309.28,1.93,17.0
64.25,0.26,1228.81,10.83,17.0
133.8,1.33,6693.68,10.75,17.0
19.88,0.28,913.13,2.69,17.0
177.23,2.07,10661.03,13.56,17.0
54.55,0.35,1654.71,3.66,17.0
2.68,0.78,1338.86,0.63,17.0
27.83,0.11,1265.1,2.74,17.0
15.07,0.39,868.14,2.16,17.0
69.53,0.44,1421.02,15.12,17.0
86.5,0.57,3378.04,5.49,17.0
189.02,2.23,12098.95,15.85,17.0
61.11,0.81,2294.15,17.22,17.0
56.25,0.59,1277.93,3.13,17.0
22.21,0.66,1607.21,4.24,17.0
3.29,1.04,2211.06,0.81,17.0
30.92,0.15,1538.21,3.09,17.0
90.97,0.91,2722.03,17.47,17.0
103.57,0.76,4239.0,6.57,17.0
194.18,2.34,12745.72,16.18,17.0
14.39,0.25,781.78,2.31,17.0
66.18,0.91,2649.98,18.54,17.0
58.8,0.63,1467.93,4.13,17.0
28.98,1.08,2319.48,5.71,17.0
3.42,1.04,2416.23,0.87,17.0
104.04,1.34,3765.5,18.88,17.0
114.49,0.79,4697.02,6.77,17.0
9.17,0.03,522.92,1.85,17.0
104.04,1.34,3765.5,18.88,17.0
114.49,0.79,4697.02,6.77,17.0
110.1,1.47,4294.72,20.14,17.0
15.07,0.36,1580.87,1.2,17.0
120.57,0.82,4960.24,7.16,17.0
70.22,0.76,3119.28,11.21,17.0
32.51,0.11,644.93,6.42,17.0
62.16,0.83,2446.99,11.56,17.0
9.8,0.08,447.57,1.54,17.0
114.98,1.56,4667.83,19.93,17.0
125.33,1.42,7235.98,18.36,17.0
6.21,0.39,1520.44,4.39,17.0
23.71,0.22,464.93,3.98,17.0
35.45,0.13,753.21,6.45,17.0
66.43,0.92,2791.18,12.09,17.0
11.39,0.09,579.88,1.72,17.0
137.96,1.6,8722.88,20.15,17.0
6.54,0.41,1645.8,4.01,17.0
58.42,0.08,627.32,8.4,17.0
64.96,0.1,756.31,8.77,17.0
68.15,0.92,2186.12,19.34,17.0
50.92,0.28,1124.55,6.47,17.0
92.76,0.39,1421.52,17.85,17.0
72.96,0.93,2512.0,19.9,17.0
92.76,0.39,1421.52,17.85,17.0
97.11,0.44,1705.1,18.19,17.0
16.52,0.29,867.52,1.78,17.0
22.02,0.23,712.42,2.43,17.0
7.82,0.56,597.2,4.7,17.0
11.46,0.25,1010.3,1.81,17.0
1.07,0.02,82.2,0.02,17.0
19.58,0.38,1460.56,2.24,17.0
101.81,0.46,1914.74,18.26,17.0
24.66,0.26,886.32,2.61,17.0
11.38,2.03,1933.83,6.7,17.0
26.63,0.21,608.71,2.99,17.0
13.62,0.36,1481.05,2.08,17.0
23.82,0.09,515.32,3.82,17.0
1.07,0.03,76.5,0.02,17.0
20.31,0.41,1616.14,2.33,17.0
104.12,0.48,2042.37,18.46,17.0
12.91,2.53,2529.99,7.81,17.0
28.03,0.22,682.15,3.1,17.0
13.77,2.62,2679.38,7.93,17.0
50.72,0.13,697.34,7.47,17.0
16.23,0.22,1472.32,1.8,17.0
55.55,0.14,838.8,8.04,17.0
27.62,0.36,2520.47,2.55,17.0
40.9,0.1,673.96,6.94,17.0
57.17,0.26,1163.81,9.69,17.0
65.22,0.4,873.5,20.73,17.0
66.6,0.37,1741.56,10.75,17.0
46.1,0.11,899.12,7.45,17.0
89.89,0.65,1604.96,24.67,17.0
69.74,0.4,1957.8,9.74,17.0
48.12,0.13,969.38,7.91,17.0
32.69,0.5,886.3,4.68,17.0
25.16,0.1,436.58,2.79,17.0
29.08,0.2,686.45,3.8,17.0
28.37,0.13,549.39,3.42,17.0
38.05,0.69,1387.78,5.48,17.0
43.22,0.55,977.86,8.64,17.0
39.7,0.46,1234.03,15.44,17.0
49.46,0.62,1311.33,8.91,17.0
42.31,0.51,1398.94,16.29,17.0
61.39,1.4,2970.9,18.73,17.0
14.58,0.02,249.04,3.36,17.0
64.48,1.47,3243.71,19.75,17.0
45.62,0.4,1526.54,9.58,17.0
19.21,0.02,461.16,4.05,17.0
30.89,0.07,481.34,4.33,17.0
53.96,0.27,1081.2,12.92,17.0
48.51,0.45,1708.63,9.93,17.0
5.73,0.18,470.41,1.21,17.0
2.03,1.21,1743.18,0.28,17.0
66.23,0.31,1534.14,14.58,17.0
35.22,0.08,617.01,4.69,17.0
2.37,1.4,2094.76,0.28,17.0
6.43,0.2,553.82,1.34,17.0
70.22,0.33,1708.59,15.07,17.0
62.72,0.52,1700.4,2.51,17.0
63.72,0.54,1832.56,2.89,17.0
114.86,1.92,4909.1,22.67,17.0
114.86,1.92,4913.36,22.67,17.0
80.43,0.44,2202.65,10.89,17.0
125.63,2.53,6107.37,24.08,17.0
4.53,0.01,124.01,1.56,17.0
37.0,0.15,657.36,8.07,17.0
34.0,1.08,3710.0,7.7,17.0
18.83,0.13,388.73,4.86,17.0
5.57,0.01,187.84,2.03,17.0
82.74,0.45,2321.1,11.04,17.0
128.14,2.58,6411.17,24.52,17.0
38.62,0.08,716.97,5.4,17.0
41.96,0.19,787.7,10.46,17.0
57.56,0.84,2283.47,13.66,17.0
42.27,0.09,881.5,5.74,17.0
49.26,0.24,1100.22,12.33,17.0
27.38,0.12,650.26,5.18,17.0
60.27,0.91,2470.5,14.11,17.0
50.97,0.24,1188.48,12.53,17.0
29.8,0.16,808.45,5.26,17.0
38.64,0.12,725.77,12.3,17.0
8.8,0.06,201.09,2.48,17.0
38.64,0.12,725.77,12.3,17.0
8.8,0.06,201.09,2.48,17.0
43.82,0.15,967.21,13.65,17.0
11.66,0.08,431.88,3.11,17.0
15.25,0.39,919.97,3.03,17.0
54.73,0.43,1291.49,2.49,17.0
13.18,0.1,524.48,3.52,17.0
19.44,0.58,1332.45,3.42,17.0
46.17,0.2,1051.57,14.1,17.0
88.26,0.78,2923.01,17.2,17.0
54.72,0.44,1592.18,2.06,17.0
52.37,0.21,795.37,12.72,17.0
13.08,0.44,860.67,4.78,17.0
59.53,0.61,2028.79,3.3,17.0
13.43,0.19,301.92,3.15,17.0
58.3,0.23,1006.76,13.6,17.0
21.28,0.13,484.41,3.4,17.0
14.61,0.49,1005.58,5.39,17.0
60.6,0.64,2134.46,3.53,17.0
15.48,0.24,404.46,3.54,17.0
13.05,0.04,373.98,2.48,17.0
10.26,0.04,173.29,2.4,17.0
44.75,0.14,845.24,10.31,17.0
12.42,0.13,579.98,3.98,17.0
14.13,0.07,445.01,2.61,17.0
20.36,0.12,467.03,6.36,17.0
83.51,0.72,2608.64,12.11,17.0
5.36,0.05,205.0,0.93,17.0
50.66,0.18,1161.64,11.24,17.0
20.36,0.12,467.03,6.36,17.0
83.51,0.72,2608.64,12.11,17.0
4.88,6.19,4360.17,2.59,17.0
25.11,0.3,732.36,7.47,17.0
91.66,0.89,3360.62,13.18,17.0
6.84,0.08,339.98,1.16,17.0
1.52,0.41,969.63,0.01,17.0
6.33,9.06,6271.79,3.19,17.0
76.66,2.15,5538.65,4.07,17.0
76.86,0.84,2597.95,10.92,17.0
6.68,9.73,6888.48,3.24,17.0
90.12,2.36,6353.02,4.28,17.0
83.38,1.07,3099.09,11.23,17.0
6.74,9.83,6912.98,2.38,17.0
55.45,0.22,1339.99,10.31,17.0
48.33,0.19,891.27,10.17,17.0
68.33,0.45,2046.45,11.55,17.0
55.77,0.27,1244.73,11.24,17.0
40.11,0.87,3927.93,3.85,17.0
70.98,0.45,2210.63,11.74,17.0
74.65,0.77,2889.13,13.43,17.0
26.47,0.12,684.95,2.53,17.0
13.31,0.41,1667.89,0.55,17.0
78.01,0.84,3226.88,13.86,17.0
52.1,0.54,1913.66,9.55,17.0
79.97,0.91,3443.02,14.06,17.0
52.6,0.3,1271.66,7.89,17.0
9.39,0.28,312.46,3.29,17.0
54.85,0.59,2129.86,9.87,17.0
73.05,0.57,2247.2,9.54,17.0
4.33,1.5,3287.1,2.15,17.0
46.37,0.51,1417.21,10.47,17.0
48.66,0.15,872.92,10.73,17.0
78.52,0.71,2687.44,10.16,17.0
9.84,3.29,6958.04,5.22,17.0
1.24,0.39,407.05,0.17,17.0
54.05,0.21,1112.2,11.4,17.0
17.29,0.07,333.43,1.74,17.0
49.06,0.56,1625.78,10.65,17.0
80.2,0.72,2771.83,10.25,17.0
13.38,4.31,9059.68,5.87,17.0
93.62,1.13,2464.94,15.39,17.0
27.81,0.13,548.9,3.82,17.0
22.06,0.17,631.01,4.47,17.0
15.95,5.1,11003.94,6.65,17.0
100.43,1.22,2755.44,16.11,17.0
34.92,0.28,1072.27,4.37,17.0
32.31,0.65,1467.0,1.77,17.0
50.67,0.59,1290.75,1.64,17.0
18.49,5.74,13167.01,7.49,17.0
55.8,1.48,3592.32,3.03,17.0
51.09,0.28,1013.8,11.7,17.0
8.68,0.3,713.82,4.64,17.0
52.33,0.48,1495.52,8.68,17.0
43.37,0.43,1752.89,5.28,17.0
66.33,2.04,4742.8,3.54,17.0
10.92,0.4,1177.74,5.1,17.0
58.36,0.35,1463.68,12.5,17.0
28.58,0.26,788.17,4.55,17.0
55.09,0.51,1665.36,9.18,17.0
70.93,2.23,5238.29,3.88,17.0
12.06,0.46,1467.3,5.46,17.0
31.12,0.33,1010.48,4.74,17.0
61.39,0.38,1610.85,13.04,17.0
41.55,0.26,1299.08,6.43,17.0
20.76,0.19,579.63,4.59,17.0
72.71,2.31,5381.18,3.82,17.0
63.59,0.56,2725.1,9.68,17.0
2.16,0.41,1364.18,0.56,17.0
72.73,0.68,3483.64,10.75,17.0
34.25,4.17,8027.09,7.24,17.0
83.66,3.9,7380.11,16.21,17.0
16.3,0.43,2010.38,4.42,17.0
27.7,0.07,530.49,3.47,17.0
76.71,0.71,3808.31,10.19,17.0
121.79,5.58,11862.02,23.25,17.0
11.21,0.16,909.5,2.01,17.0
31.61,0.14,747.62,3.62,17.0
78.39,0.74,3923.96,10.34,17.0
156.81,7.13,16057.92,27.06,17.0
2.21,0.48,1406.51,0.65,17.0
41.38,0.09,551.24,6.42,17.0
12.64,0.19,1131.3,2.25,17.0
169.52,7.5,17703.65,29.59,17.0
21.3,0.48,1498.73,3.31,17.0
2.53,0.58,1785.82,0.67,17.0
49.19,0.15,744.52,7.41,17.0
34.62,0.18,748.47,7.1,17.0
1.84,0.5,1904.0,0.46,17.0
176.5,7.7,18732.07,30.11,17.0
22.81,0.54,1608.04,3.35,17.0
32.99,0.54,2193.69,2.75,17.0
8.16,0.07,400.37,0.86,17.0
38.12,0.25,931.43,8.02,17.0
2.46,0.68,2681.53,0.51,17.0
52.45,0.51,2062.22,10.22,17.0
54.01,0.95,4357.34,5.13,17.0
10.59,0.1,658.72,0.93,17.0
18.11,0.21,435.16,3.94,17.0
69.5,1.14,5491.16,5.67,17.0
12.11,0.15,844.54,1.07,17.0
55.13,0.18,1158.05,7.93,17.0
36.59,0.36,1291.43,5.33,17.0
27.03,0.38,911.5,5.45,17.0
72.12,1.18,5766.31,5.79,17.0
3.27,0.13,308.33,0.25,17.0
64.21,0.23,1597.41,9.04,17.0
39.85,0.13,589.35,6.81,17.0
44.83,0.44,1694.46,6.55,17.0
30.7,0.51,1130.22,6.23,17.0
3.97,0.18,447.45,0.39,17.0
44.24,0.15,754.53,7.47,17.0
67.22,0.23,1728.49,9.41,17.0
11.82,0.04,286.25,6.59,17.0
5.09,0.25,581.44,0.43,17.0
12.87,0.49,1016.57,7.93,17.0
13.32,0.21,826.48,1.44,17.0
13.99,0.04,411.97,7.9,17.0
79.09,0.26,1359.5,8.95,17.0
15.87,0.76,1537.05,10.36,17.0
12.42,0.35,670.34,7.08,17.0
3.56,0.1,236.32,0.89,17.0
55.66,0.47,1398.45,10.13,17.0
8.26,0.21,704.28,1.42,17.0
13.36,0.11,320.95,0.74,17.0
55.66,0.47,1398.45,10.13,17.0
8.26,0.21,704.28,1.42,17.0
13.36,0.11,320.95,0.74,17.0
70.93,0.74,2350.94,11.56,17.0
3.78,0.11,304.16,0.16,17.0
17.4,0.16,377.93,2.21,17.0
86.7,0.29,1591.96,9.71,17.0
9.59,0.24,1191.46,1.51,17.0
21.12,0.4,1607.82,6.4,17.0
11.33,0.09,520.69,2.28,17.0
76.71,0.86,2836.16,11.96,17.0
4.73,0.15,468.59,0.23,17.0
18.87,0.18,454.59,2.57,17.0
19.59,0.17,1198.21,3.4,17.0
76.71,0.86,2836.16,11.96,17.0
27.33,0.49,1928.36,3.85,17.0
79.05,0.92,3022.76,12.34,17.0
9.23,1.26,1157.06,1.26,17.0
29.0,0.4,2155.0,4.4,17.0
4.83,0.15,486.27,0.23,17.0
27.33,0.49,1928.36,3.85,17.0
79.26,0.63,1984.76,16.28,17.0
57.79,0.22,1038.26,9.49,17.0
27.01,0.15,639.54,2.89,17.0
36.75,0.68,3020.24,4.7,17.0
79.26,0.63,1984.76,16.28,17.0
57.79,0.22,1038.26,9.49,17.0
27.01,0.15,639.54,2.89,17.0
36.75,0.68,3020.24,4.7,17.0
33.57,0.33,1130.69,3.24,17.0
66.74,0.28,1433.76,10.41,17.0
48.92,0.86,4002.12,5.51,17.0
91.47,0.93,2618.0,17.69,17.0
33.57,0.33,1130.69,3.24,17.0
66.74,0.28,1433.76,10.41,17.0
48.92,0.86,4002.12,5.51,17.0
91.47,0.93,2618.0,17.69,17.0
52.12,0.46,3344.28,6.5,17.0
95.68,1.03,2856.61,18.14,17.0
36.86,0.39,1419.89,3.33,17.0
69.29,0.34,1561.26,10.84,17.0
52.12,0.46,3344.28,6.5,17.0
95.68,1.03,2856.61,18.14,17.0
36.86,0.39,1419.89,3.33,17.0
69.29,0.34,1561.26,10.84,17.0
57.5,0.3,1747.31,6.17,17.0
1.26,0.33,586.41,0.04,17.0
12.61,1.16,1335.17,1.71,17.0
63.96,0.66,4835.55,7.96,17.0
57.5,0.3,1747.31,6.17,17.0
3.02,0.18,315.47,0.57,17.0
10.81,0.41,1294.8,2.22,17.0
60.19,0.34,1944.68,6.47,17.0
58.88,0.24,970.63,8.09,17.0
24.65,0.1,482.2,4.15,17.0
12.02,0.17,480.92,4.94,17.0
3.75,0.23,417.21,1.16,17.0
12.45,0.51,1710.63,2.81,17.0
61.27,0.36,2018.19,6.54,17.0
66.72,0.28,1237.03,8.91,17.0
26.29,0.1,545.33,4.3,17.0
13.01,0.19,564.04,5.42,17.0
69.12,0.5,1668.28,10.44,17.0
58.0,0.23,1046.59,10.13,17.0
42.61,0.31,1141.2,7.36,17.0
14.7,0.27,557.16,8.65,17.0
69.12,0.5,1668.28,10.44,17.0
58.0,0.23,1046.59,10.13,17.0
79.43,0.77,2326.51,11.26,17.0
67.24,0.3,1406.21,11.09,17.0
19.74,0.39,985.05,10.28,17.0
79.43,0.77,2326.51,11.26,17.0
98.41,0.81,3086.93,15.62,17.0
13.04,0.29,686.02,4.93,17.0
3.23,0.19,303.83,1.02,17.0
81.26,0.81,2451.6,11.4,17.0
6.08,0.63,915.08,3.61,17.0
108.43,1.01,3857.16,16.4,17.0
12.91,0.13,577.88,3.46,17.0
3.58,0.18,364.39,1.14,17.0
113.37,1.15,4234.84,16.8,17.0
14.58,0.16,718.96,3.59,17.0
7.03,0.87,1245.97,4.39,17.0
45.77,0.57,2936.64,4.13,17.0
0.36,0.08,106.69,0.06,17.0
40.5,0.11,707.16,4.75,17.0
70.46,0.67,2172.16,13.0,17.0
53.82,0.7,3472.73,4.81,17.0
0.52,0.08,153.71,0.08,17.0
49.9,0.16,1059.39,5.36,17.0
74.63,0.42,2355.26,7.09,17.0
27.7,0.16,575.08,3.64,17.0
66.91,0.84,4621.0,5.34,17.0
81.54,0.86,2957.99,13.97,17.0
0.63,0.08,226.66,0.09,17.0
60.57,0.56,1981.93,11.88,17.0
30.19,0.24,742.05,4.0,17.0
99.54,1.02,4702.6,8.75,17.0
20.56,0.2,775.19,2.29,17.0
